Date,Open,High,Low,Close,Adj Close,Volume
2021-09-16,404.519989,405.980011,394.890015,396.679993,375.704041,2882900
2021-09-17,396.320007,399.160004,388.829987,391.459991,370.760040,3843700
2021-09-20,377.820007,380.859985,372.500000,378.130005,358.134949,3834500
2021-09-21,380.850006,381.500000,374.079987,375.839996,355.966034,2377300
2021-09-22,380.799988,389.290009,379.709991,385.470001,365.086792,2991300
2021-09-23,390.390015,393.739990,388.179993,391.859985,371.138916,2518000
2021-09-24,390.470001,392.489990,388.600006,390.850006,370.182281,1789700
2021-09-27,396.579987,401.000000,395.179993,399.809998,378.668518,2788500
2021-09-28,400.450012,404.209991,388.390015,389.500000,368.903687,2609000
2021-09-29,390.679993,392.390015,384.299988,384.890015,364.537476,1955000
2021-09-30,388.000000,388.019989,376.619995,378.029999,358.040222,2665700
2021-10-01,379.440002,382.720001,375.850006,380.000000,359.906036,2382300
2021-10-04,380.209991,386.869995,372.820007,374.149994,354.365295,2895600
2021-10-05,378.100006,388.220001,375.500000,385.809998,365.408783,2508100
2021-10-06,382.380005,389.549988,378.660004,388.049988,367.530334,2111800
2021-10-07,392.910004,397.850006,389.760010,390.619995,369.964478,2348000
2021-10-08,390.829987,394.309998,388.179993,392.809998,372.038696,1446700
2021-10-11,392.899994,396.950012,385.019989,385.239990,364.869019,1787400
2021-10-12,386.220001,388.589996,381.019989,386.529999,366.090759,2088200
2021-10-13,388.000000,388.380005,378.630005,386.309998,365.882416,2391600
2021-10-14,392.000000,393.660004,382.200012,391.200012,370.513794,3380900
2021-10-15,402.309998,407.269989,396.339996,406.070007,384.597473,6451400
2021-10-18,408.010010,415.940002,407.600006,413.690002,391.814514,3832300
2021-10-19,415.179993,415.850006,409.690002,412.160004,390.365448,2568300
2021-10-20,411.000000,414.329987,406.200012,407.890015,386.321228,2453400
2021-10-21,406.799988,412.660004,404.619995,407.589996,386.037079,2162100
2021-10-22,409.989990,415.359985,409.100006,414.320007,392.411255,2411000
2021-10-25,416.209991,419.489990,413.269989,414.750000,392.818512,1824700
2021-10-26,416.369995,419.809998,413.760010,417.609985,395.527252,1843300
2021-10-27,416.549988,418.059998,410.549988,410.989990,389.257324,2067200
2021-10-28,412.000000,414.920013,409.059998,414.820007,392.884796,1444700
2021-10-29,414.019989,415.959991,411.179993,413.350006,391.492554,2061700
2021-11-01,417.070007,418.730011,413.250000,416.700012,394.665405,1820800
2021-11-02,415.100006,426.160004,412.790009,423.850006,401.437286,3000800
2021-11-03,423.119995,424.000000,412.559998,417.899994,395.801971,3542400
2021-11-04,414.649994,415.989990,403.029999,408.070007,386.491730,3802300
2021-11-05,411.399994,414.450012,406.100006,407.079987,385.554108,2105600
2021-11-08,409.890015,413.649994,407.959991,408.339996,386.747528,1728400
2021-11-09,406.109985,407.579987,400.059998,405.350006,383.915558,2246900
2021-11-10,402.329987,405.549988,397.250000,399.119995,378.014984,2243900
2021-11-11,400.140015,403.760010,398.510010,402.339996,381.064758,1252400
2021-11-12,403.000000,405.100006,399.200012,404.910004,383.498840,1360100
2021-11-15,406.000000,407.339996,403.910004,404.809998,383.404144,1436500
2021-11-16,403.910004,405.839996,399.000000,403.089996,381.775055,1311000
2021-11-17,401.850006,402.649994,391.470001,391.549988,370.845276,2927000
2021-11-18,392.299988,393.920013,385.679993,391.369995,370.674835,1847400
2021-11-19,382.380005,390.239990,381.040009,387.390015,366.905273,2610400
2021-11-22,393.160004,402.489990,390.179993,396.160004,375.211548,3058700
2021-11-23,400.250000,406.959991,397.510010,406.339996,384.853210,2402300
2021-11-24,405.000000,407.480011,398.299988,399.190002,378.081299,2186300
2021-11-26,384.480011,391.709991,382.720001,389.390015,368.799561,2687900
2021-11-29,394.000000,396.369995,382.450012,386.540009,366.100250,2883400
2021-11-30,383.529999,386.829987,377.260010,380.989990,360.843689,4570400
2021-12-01,383.820007,390.160004,376.209991,376.480011,358.453888,2476000
2021-12-02,378.000000,389.089996,376.029999,387.540009,368.984314,3343700
2021-12-03,389.880005,389.880005,379.029999,382.730011,364.404633,2807500
2021-12-06,388.670013,393.600006,383.489990,389.299988,370.660065,1990200
2021-12-07,393.579987,401.750000,393.059998,400.109985,380.952484,2441000
2021-12-08,401.230011,401.709991,395.140015,397.320007,378.296082,1635200
2021-12-09,395.700012,400.190002,393.000000,396.489990,377.505798,2111500
2021-12-10,398.000000,398.859985,388.660004,391.059998,372.335815,1893800
2021-12-13,391.190002,391.190002,382.660004,384.640015,366.223236,2313300
2021-12-14,383.559998,392.500000,383.260010,388.820007,370.203033,2788500
2021-12-15,389.500000,391.399994,380.600006,389.910004,371.240845,2802300
2021-12-16,395.130005,399.839996,391.799988,397.369995,378.343658,3578200
2021-12-17,389.209991,393.670013,380.630005,381.799988,363.519135,7058600
2021-12-20,375.519989,375.630005,366.649994,371.609985,353.817047,3735600
2021-12-21,376.429993,382.089996,374.760010,380.320007,362.109985,2942800
2021-12-22,380.420013,384.010010,379.269989,382.329987,364.023743,1487900
2021-12-23,383.790009,387.609985,383.570007,385.040009,366.604034,1624000
2021-12-27,386.989990,389.109985,385.000000,388.040009,369.460419,1430400
2021-12-28,388.929993,391.329987,386.239990,387.609985,369.050964,1528200
2021-12-29,387.970001,389.459991,384.420013,386.200012,367.708466,1327800
2021-12-30,387.750000,389.779999,385.200012,385.519989,367.061005,1160100
2021-12-31,385.000000,387.000000,380.839996,382.549988,364.233215,1601300
2022-01-03,389.000000,399.299988,387.339996,395.329987,376.401337,3334300
2022-01-04,402.230011,410.279999,401.179993,407.480011,387.969604,3916400
2022-01-05,409.799988,412.660004,397.890015,398.630005,379.543304,3469600
2022-01-06,401.000000,401.200012,386.429993,396.929993,377.924744,2960900
2022-01-07,397.670013,400.549988,394.529999,397.510010,378.476929,2360700
2022-01-10,401.320007,404.369995,394.220001,399.170013,380.057495,3009400
2022-01-11,400.250000,403.339996,396.309998,403.049988,383.751678,1748800
2022-01-12,403.239990,404.119995,388.559998,390.309998,371.621735,4158000
2022-01-13,394.049988,396.869995,389.750000,390.799988,372.088226,2497800
2022-01-14,382.130005,384.390015,375.000000,380.940002,362.700348,4685300
2022-01-18,360.040009,361.570007,347.230011,354.399994,337.431061,13123500
2022-01-19,358.339996,359.709991,346.390015,347.320007,330.690094,7426100
2022-01-20,348.899994,357.179993,346.140015,348.100006,331.432739,4599900
2022-01-21,345.540009,348.989990,340.720001,343.910004,327.443329,4904100
2022-01-24,337.320007,344.070007,326.230011,343.390015,326.948242,6569800
2022-01-25,337.859985,342.929993,330.910004,341.549988,325.196320,3959300
2022-01-26,346.600006,350.480011,338.410004,342.679993,326.272278,3745900
2022-01-27,345.670013,348.769989,337.720001,341.029999,324.701263,2573400
2022-01-28,337.730011,347.149994,333.450012,347.010010,330.394928,3714600
2022-01-31,344.600006,355.209991,343.440002,354.679993,337.697693,3312400
2022-02-01,356.130005,364.540009,354.049988,364.059998,346.628601,3303700
2022-02-02,363.500000,368.529999,357.829987,363.059998,345.676422,2742400
2022-02-03,362.820007,365.760010,358.160004,358.880005,341.696594,2372900
2022-02-04,362.170013,370.950012,361.019989,367.600006,349.999084,3762300
2022-02-07,365.489990,371.470001,363.350006,368.149994,350.522736,2635600
2022-02-08,371.079987,372.649994,366.250000,370.100006,352.379395,3422300
2022-02-09,373.000000,376.279999,370.899994,374.529999,356.597229,2250400
2022-02-10,371.709991,377.399994,368.829987,370.570007,352.826843,2406200
2022-02-11,368.549988,374.899994,360.769989,363.059998,345.676422,3142100
2022-02-14,363.059998,364.290009,357.179993,360.239990,342.991455,2585600
2022-02-15,364.089996,365.890015,361.359985,363.940002,346.514313,1846400
2022-02-16,361.350006,363.019989,356.529999,360.049988,342.810516,2165300
2022-02-17,358.779999,360.959991,347.839996,349.059998,332.346771,3102400
2022-02-18,345.570007,350.000000,343.369995,346.040009,329.471344,2910900
2022-02-22,342.459991,349.000000,341.200012,344.269989,327.786102,2590800
2022-02-23,347.570007,349.260010,339.820007,341.190002,324.853638,2217300
2022-02-24,328.570007,341.000000,326.950012,340.190002,323.901459,4564000
2022-02-25,340.190002,350.700012,340.190002,350.119995,333.356018,2980500
2022-02-28,340.250000,343.839996,337.549988,341.290009,324.948822,4245700
2022-03-01,337.399994,338.160004,327.019989,328.200012,314.327576,5631500
2022-03-02,331.600006,338.000000,327.399994,336.380005,322.161774,3469900
2022-03-03,338.869995,341.500000,330.130005,333.420013,319.326935,2393700
2022-03-04,327.000000,330.660004,324.000000,329.670013,315.735443,3293100
2022-03-07,326.820007,327.790009,320.850006,321.890015,308.284302,3689900
2022-03-08,322.500000,330.559998,318.549988,321.369995,307.786255,3596400
2022-03-09,331.679993,337.470001,330.029999,333.589996,319.489716,3202100
2022-03-10,327.630005,331.839996,324.760010,329.899994,315.955719,2232600
2022-03-11,334.369995,336.609985,326.709991,327.000000,313.178284,2613500
2022-03-14,329.209991,331.619995,322.899994,324.980011,311.243683,2342200
2022-03-15,327.070007,331.899994,324.839996,329.160004,315.246948,2140700
2022-03-16,335.070007,341.329987,334.260010,340.760010,326.356689,3468500
2022-03-17,337.369995,343.600006,334.899994,343.269989,328.760559,2403500
2022-03-18,338.869995,346.769989,337.299988,345.380005,330.781403,5861900
2022-03-21,345.260010,346.299988,337.149994,339.000000,324.671051,3401200
2022-03-22,342.200012,346.239990,340.119995,343.010010,328.511566,2840200
2022-03-23,340.000000,340.829987,335.130005,335.609985,321.424316,2196800
2022-03-24,336.440002,337.500000,334.299988,336.230011,322.018158,1944100
2022-03-25,337.429993,341.829987,335.480011,337.489990,323.224884,1580800
2022-03-28,338.149994,338.500000,331.510010,335.299988,321.127411,2182600
2022-03-29,342.470001,344.000000,336.730011,339.660004,325.303162,2378700
2022-03-30,339.000000,339.859985,333.630005,335.589996,321.405182,2650200
2022-03-31,336.130005,336.500000,330.100006,330.100006,316.147247,2632000
2022-04-01,333.929993,334.160004,327.570007,330.220001,316.262177,2444800
2022-04-04,330.000000,331.869995,325.859985,328.209991,314.337128,2569400
2022-04-05,327.359985,329.739990,323.480011,323.959991,310.266754,2573900
2022-04-06,320.000000,320.619995,315.750000,316.260010,302.892212,3151300
2022-04-07,315.000000,315.829987,308.200012,314.149994,300.871399,3562600
2022-04-08,313.579987,323.679993,313.000000,321.390015,307.805420,3294200
2022-04-11,320.609985,328.899994,319.029999,320.760010,307.202057,2747700
2022-04-12,321.679993,327.119995,318.010010,319.779999,306.263458,2365200
2022-04-13,315.799988,322.630005,314.720001,321.970001,308.360901,3022900
2022-04-14,328.470001,333.029999,319.029999,321.640015,308.044830,5460900
