Date,Open,High,Low,Close,Adj Close,Volume
2021-09-16,181.070007,182.309998,180.509995,181.940002,181.940002,161600
2021-09-17,181.509995,181.750000,180.559998,180.949997,180.949997,155100
2021-09-20,178.669998,178.669998,175.050003,176.710007,176.710007,363500
2021-09-21,180.399994,182.419998,180.309998,181.899994,181.899994,295400
2021-09-22,181.699997,182.889999,180.750000,181.589996,181.589996,248400
2021-09-23,181.919998,182.990005,181.529999,182.789993,182.789993,206200
2021-09-24,182.679993,183.229996,182.000000,182.570007,182.570007,128700
2021-09-27,185.080002,186.860001,185.009995,186.520004,186.520004,221600
2021-09-28,186.089996,186.399994,184.149994,184.850006,184.850006,197600
2021-09-29,185.130005,187.449997,183.779999,185.449997,185.449997,238600
2021-09-30,180.679993,181.539993,177.750000,177.750000,177.750000,403400
2021-10-01,178.110001,178.259995,176.419998,177.619995,177.619995,241800
2021-10-04,175.160004,175.539993,171.169998,171.809998,171.809998,381700
2021-10-05,171.899994,172.940002,171.100006,172.139999,172.139999,184900
2021-10-06,166.539993,167.470001,165.330002,166.970001,166.970001,462600
2021-10-07,169.100006,170.000000,168.550003,169.470001,169.470001,212800
2021-10-08,171.410004,172.460007,171.179993,171.970001,171.970001,153400
2021-10-11,175.380005,176.850006,174.869995,175.149994,175.149994,209100
2021-10-12,176.869995,177.570007,175.690002,177.130005,177.130005,250700
2021-10-13,175.949997,176.490005,174.660004,175.770004,175.770004,325600
2021-10-14,174.600006,175.589996,174.479996,175.509995,175.509995,157800
2021-10-15,175.509995,176.449997,174.789993,176.270004,176.270004,203800
2021-10-18,178.000000,179.000000,177.779999,178.550003,178.550003,207300
2021-10-19,178.809998,178.850006,178.089996,178.669998,178.669998,197800
2021-10-20,178.669998,178.669998,177.020004,177.750000,177.750000,161000
2021-10-21,174.000000,175.199997,173.800003,174.020004,174.020004,218700
2021-10-22,175.000000,175.339996,172.779999,173.399994,173.399994,206700
2021-10-25,172.809998,172.809998,171.880005,172.229996,172.229996,247100
2021-10-26,173.630005,174.789993,172.809998,173.199997,173.199997,145400
2021-10-27,174.809998,175.289993,174.009995,174.089996,174.089996,205500
2021-10-28,175.289993,176.479996,175.289993,176.479996,176.479996,181400
2021-10-29,176.199997,176.690002,175.619995,176.570007,176.570007,164800
2021-11-01,178.130005,179.979996,178.130005,179.979996,179.979996,219100
2021-11-02,180.000000,180.000000,177.740005,179.610001,179.610001,166500
2021-11-03,179.899994,181.360001,179.190002,181.070007,181.070007,163000
2021-11-04,182.000000,182.839996,180.600006,181.479996,181.479996,171300
2021-11-05,180.910004,181.179993,178.500000,179.279999,179.279999,176500
2021-11-08,179.520004,180.559998,179.149994,180.479996,180.479996,204300
2021-11-09,178.250000,178.500000,175.639999,176.320007,176.320007,222500
2021-11-10,177.449997,179.289993,176.720001,177.360001,177.360001,203000
2021-11-11,178.470001,179.330002,178.190002,179.029999,179.029999,122500
2021-11-12,181.899994,184.750000,181.500000,184.399994,184.399994,291100
2021-11-15,185.020004,185.460007,184.339996,184.389999,184.389999,177100
2021-11-16,187.000000,188.179993,186.899994,187.429993,187.429993,228700
2021-11-17,186.000000,186.539993,184.729996,186.210007,186.210007,204200
2021-11-18,186.149994,186.149994,183.860001,184.649994,184.649994,271700
2021-11-19,185.360001,186.300003,185.259995,185.960007,185.960007,197400
2021-11-22,186.119995,186.440002,184.559998,185.089996,185.089996,264200
